0;3.523121142;-2.509117094;-1.046850721;-0.609363274
0.002002002;3.521025347;-2.51033704;-1.047284277;-0.608348718
0.004004004;3.518928248;-2.51155394;-1.047711091;-0.607331985
0.006006006;3.516830304;-2.512768801;-1.048132801;-0.606313525
0.008008008;3.51473152;-2.513981622;-1.048549423;-0.605293345
0.01001001;3.512631907;-2.515192399;-1.048960974;-0.604271451
0.012012012;3.510531476;-2.516401128;-1.049367471;-0.603247849
0.014014014;3.508430235;-2.517607806;-1.049768931;-0.602222546
0.016016016;3.506328196;-2.51881243;-1.05016537;-0.601195548
0.018018018;3.504225369;-2.520014996;-1.050556806;-0.600166863
0.02002002;3.502121762;-2.521215501;-1.050943257;-0.599136497
0.022022022;3.500017387;-2.522413942;-1.051324738;-0.598104456
0.024024024;3.497912254;-2.523610314;-1.051701269;-0.597070747
0.026026026;3.495806371;-2.524804616;-1.052072865;-0.596035377
0.028028028;3.49369975;-2.525996843;-1.052439545;-0.594998354
0.03003003;3.491592399;-2.527186992;-1.052801325;-0.593959682
0.032032032;3.489484329;-2.52837506;-1.053158225;-0.592919371
0.034034034;3.487375549;-2.529561044;-1.05351026;-0.591877425
0.036036036;3.485266069;-2.530744941;-1.05385745;-0.590833853
0.038038038;3.483155899;-2.531926746;-1.054199811;-0.589788662
0.04004004;3.481045049;-2.533106457;-1.054537362;-0.588741857
0.042042042;3.478933528;-2.534284071;-1.05487012;-0.587693447
0.044044044;3.476821345;-2.535459585;-1.055198104;-0.586643437
0.046046046;3.47470851;-2.536632994;-1.055521331;-0.585591836
0.048048048;3.472595033;-2.537804297;-1.05583982;-0.584538651
0.05005005;3.470480923;-2.53897349;-1.056153589;-0.583483888
0.052052052;3.46836619;-2.54014057;-1.056462656;-0.582427554
0.054054054;3.466250842;-2.541305533;-1.056767039;-0.581369657
0.056056056;3.46413489;-2.542468377;-1.057066756;-0.580310205
0.058058058;3.462018343;-2.543629098;-1.057361827;-0.579249203
0.06006006;3.459901209;-2.544787693;-1.057652269;-0.57818666
0.062062062;3.457783499;-2.54594416;-1.057938101;-0.577122583
0.064064064;3.455665221;-2.547098495;-1.058219341;-0.576056978
0.066066066;3.453546385;-2.548250695;-1.058496008;-0.574989854
0.068068068;3.451426999;-2.549400757;-1.058768121;-0.573921218
0.07007007;3.449307073;-2.550548678;-1.059035698;-0.572851076
0.072072072;3.447186616;-2.551694456;-1.059298758;-0.571779438
0.074074074;3.445065637;-2.552838086;-1.05955732;-0.570706309
0.076076076;3.442944144;-2.553979566;-1.059811402;-0.569631697
0.078078078;3.440822148;-2.555118894;-1.060061024;-0.56855561
0.08008008;3.438699656;-2.556256066;-1.060306204;-0.567478056
0.082082082;3.436576678;-2.557391079;-1.06054696;-0.566399041
0.084084084;3.434453222;-2.55852393;-1.060783313;-0.565318574
0.086086086;3.432329297;-2.559654617;-1.061015281;-0.564236662
0.088088088;3.430204913;-2.560783137;-1.061242883;-0.563153312
0.09009009;3.428080077;-2.561909486;-1.061466138;-0.562068532
0.092092092;3.425954798;-2.563033662;-1.061685066;-0.56098233
0.094094094;3.423829086;-2.564155662;-1.061899685;-0.559894714
0.096096096;3.421702948;-2.565275483;-1.062110014;-0.558805691
0.098098098;3.419576394;-2.566393122;-1.062316073;-0.557715268
