series_id,torque_trial,speed2_slope,speed2_intercept,speed2_slope_stderr,speed2_intercept_stderr,inertia2,inertia2_stderr
0,0.25,2439.80265936625,7.968859105926413,15.666750093860246,3.5840284618020917,0.003251775000301791,2.7106118002483603e-05
0,0.5,6510.91347918096,76.91574948005729,161.87264789329248,12.772766413830235,0.003418511740762292,8.523658279213291e-05
0,0.75,9756.249832990032,117.27619919287605,450.97483528474703,22.177636990417085,0.0037495533300346898,0.0001733739874433405
0,1.0,16179.923318466803,-12.08614578508184,314.6225059466446,11.797640001217868,0.0031462154007929196,6.123440683385116e-05
1,0.25,2468.4130671935636,23.045410703586185,15.629531155662992,3.4960976835349515,0.003214084951517908,2.6570968378415882e-05
1,0.5,7229.795180248559,-20.038545491304944,80.10280434982396,6.373410277843367,0.0030785981645060053,3.460456342486942e-05
1,0.75,11629.068447171694,96.77381597979888,201.01691502902892,8.792040851452754,0.0031457015853092827,5.4496521887104985e-05
1,1.0,17198.820392954447,150.25787934973715,112.89162496322857,3.6227141905522604,0.0029598264744402094,1.9582162529173235e-05
2,0.25,2354.512547417868,-10.66889090619236,17.08355566791729,3.6068120753446227,0.003369567642397007,3.0306777956691963e-05
2,0.5,7224.690733933688,-14.426141638257434,66.72330875574141,5.325577160832537,0.0030807732803185025,2.904488111606608e-05
2,0.75,10167.571720419546,125.0012187457466,521.2977864433045,22.796304315256723,0.0035978678150330947,0.00018451156152889307
2,1.0,16237.163618776187,-21.199058453053055,295.30745049411473,11.08082717080253,0.0031351241585903006,5.7078035512779225e-05
3,0.25,2345.6106180134116,-10.217056632997469,20.8554485390933,4.556544517040166,0.003382355635871202,3.503746620876839e-05
3,0.5,7506.681279942835,8.46840091714796,67.41141067222976,5.419508141582554,0.0029650431850807273,2.7212789987524445e-05
3,0.75,11690.309630795573,142.01608223773025,113.54308719225473,4.986102319035411,0.0031292224248339806,3.060614583182377e-05
3,1.0,16658.93768821793,9.105702092715887,268.8811264087194,10.119261452646274,0.003055748504552711,4.938577521152036e-05
4,0.25,2344.3393780167803,-22.95363819834421,25.299385091095655,5.518205211692027,0.0033841897499109486,4.0710645154369714e-05
4,0.5,6643.700034921988,108.65070683617301,149.78220326740623,11.991896106451723,0.003350186500695757,7.579618368231505e-05
4,0.75,11644.9828266634,84.30642379268403,159.16125811762575,6.896762139218464,0.0031414025760671525,4.308849249038408e-05
4,1.0,13790.130479765185,193.90434773041744,1010.5703429677894,37.60484848215225,0.00369144613989726,0.0002705343749628292
