time,speed_trial,speed1,speed2,torque1,torque2,speed1_rad,speed2_rad
0.6444001197814941,500.0,505,488,0.09000000000000001,0.14400000000000002,8.813912722571363,8.517206749732328
0.6550767421722412,500.0,516,494,0.06300000000000001,0.09000000000000001,9.00589894029074,8.621926504851988
0.6654801368713379,500.0,494,510,0.07200000000000001,0.09000000000000001,8.621926504851988,8.901179185171081
0.6756649017333984,500.0,488,488,0.12600000000000003,0.14400000000000002,8.517206749732328,8.517206749732328
0.6862049102783203,500.0,505,521,0.0495,0.117,8.813912722571363,9.093165402890456
0.6968410015106201,500.0,494,477,0.07650000000000001,0.1125,8.621926504851988,8.325220532012953
0.7074666023254395,500.0,510,494,0.06300000000000001,0.099,8.901179185171081,8.621926504851988
0.7177853584289551,500.0,499,499,0.081,0.10350000000000001,8.709192967451704,8.709192967451704
0.7279500961303711,500.0,494,505,0.07650000000000001,0.15750000000000003,8.621926504851988,8.813912722571363
0.7381212711334229,500.0,483,510,0.07200000000000001,0.099,8.429940287132611,8.901179185171081
0.7485949993133545,500.0,483,510,0.07200000000000001,0.099,8.429940287132611,8.901179185171081
0.7590494155883789,500.0,521,488,0.0585,0.0945,9.093165402890456,8.517206749732328
0.769463062286377,500.0,521,494,0.0585,0.108,9.093165402890456,8.621926504851988
0.7798323631286621,500.0,494,494,0.0855,0.14400000000000002,8.621926504851988,8.621926504851988
0.7903296947479248,500.0,494,499,0.0675,0.07650000000000001,8.621926504851988,8.709192967451704
0.8005249500274658,500.0,494,499,0.0945,0.10350000000000001,8.621926504851988,8.709192967451704
0.8109138011932373,500.0,516,494,0.0855,0.1395,9.00589894029074,8.621926504851988
0.8212919235229492,500.0,499,516,0.054,0.12150000000000001,8.709192967451704,9.00589894029074
0.8315315246582031,500.0,483,494,0.108,0.1125,8.429940287132611,8.621926504851988
0.8417375087738037,500.0,505,510,0.0945,0.0945,8.813912722571363,8.901179185171081
0.8519573211669922,500.0,499,499,0.1125,0.117,8.709192967451704,8.709192967451704
0.8622012138366699,500.0,505,483,0.0855,0.135,8.813912722571363,8.429940287132611
0.8724625110626221,500.0,521,510,0.054,0.09000000000000001,9.093165402890456,8.901179185171081
0.8825728893280029,500.0,488,483,0.117,0.12150000000000001,8.517206749732328,8.429940287132611
0.8933179378509521,500.0,505,505,0.07650000000000001,0.1125,8.813912722571363,8.813912722571363
0.9034583568572998,500.0,483,499,0.07200000000000001,0.1125,8.429940287132611,8.709192967451704
0.9136030673980713,500.0,516,494,0.06300000000000001,0.0855,9.00589894029074,8.621926504851988
0.9242138862609863,500.0,494,499,0.0945,0.1125,8.621926504851988,8.709192967451704
0.93442702293396,500.0,488,494,0.12150000000000001,0.117,8.517206749732328,8.621926504851988
0.9449269771575928,500.0,499,505,0.045000000000000005,0.0945,8.709192967451704,8.813912722571363
0.9554300308227539,500.0,499,494,0.0945,0.099,8.709192967451704,8.621926504851988
0.9656820297241211,500.0,527,483,0.054,0.099,9.197885158010116,8.429940287132611
0.9759142398834229,500.0,494,494,0.0855,0.171,8.621926504851988,8.621926504851988
0.9863886833190918,500.0,494,494,0.0855,0.171,8.621926504851988,8.621926504851988
0.9964580535888672,500.0,510,494,0.054,0.081,8.901179185171081,8.621926504851988
1.006812572479248,500.0,494,505,0.108,0.0945,8.621926504851988,8.813912722571363
1.0173466205596924,500.0,488,494,0.10350000000000001,0.14850000000000002,8.517206749732328,8.621926504851988
1.027735948562622,500.0,516,510,0.0495,0.108,9.00589894029074,8.901179185171081
1.037811279296875,500.0,494,483,0.0945,0.10350000000000001,8.621926504851988,8.429940287132611
1.0484497547149658,500.0,499,510,0.0945,0.10350000000000001,8.709192967451704,8.901179185171081
1.0587215423583984,500.0,499,505,0.09000000000000001,0.1305,8.709192967451704,8.813912722571363
1.0690362453460693,500.0,516,494,0.054,0.1305,9.00589894029074,8.621926504851988
1.079446792602539,500.0,505,499,0.0675,0.099,8.813912722571363,8.709192967451704
1.0898950099945068,500.0,483,488,0.108,0.10350000000000001,8.429940287132611,8.517206749732328
1.09999680519104,500.0,494,505,0.081,0.117,8.621926504851988,8.813912722571363
1.110271692276001,500.0,499,499,0.06300000000000001,0.135,8.709192967451704,8.709192967451704
1.1204404830932617,500.0,510,494,0.06300000000000001,0.09000000000000001,8.901179185171081,8.621926504851988
1.1308555603027344,500.0,494,494,0.09000000000000001,0.108,8.621926504851988,8.621926504851988
1.1412930488586426,500.0,499,494,0.0945,0.12150000000000001,8.709192967451704,8.621926504851988
1.1516046524047852,500.0,499,510,0.0495,0.12600000000000003,8.709192967451704,8.901179185171081
1.1622464656829834,500.0,483,494,0.0855,0.12600000000000003,8.429940287132611,8.621926504851988
1.1725378036499023,500.0,527,505,0.054,0.108,9.197885158010116,8.813912722571363
1.1827633380889893,500.0,488,494,0.0855,0.14400000000000002,8.517206749732328,8.621926504851988
1.1935017108917236,500.0,494,516,0.081,0.135,8.621926504851988,9.00589894029074
1.203918218612671,500.0,483,494,0.07200000000000001,0.0855,8.429940287132611,8.621926504851988
1.2148513793945312,500.0,488,477,0.1125,0.1125,8.517206749732328,8.325220532012953
1.2253515720367432,500.0,527,505,0.0675,0.12600000000000003,9.197885158010116,8.813912722571363
1.2356829643249512,500.0,494,494,0.09000000000000001,0.1305,8.621926504851988,8.621926504851988
1.2461707592010498,500.0,494,494,0.07650000000000001,0.0945,8.621926504851988,8.621926504851988
1.2562627792358398,500.0,505,505,0.0945,0.09000000000000001,8.813912722571363,8.813912722571363
1.2663495540618896,500.0,505,505,0.081,0.09000000000000001,8.813912722571363,8.813912722571363
1.2771120071411133,500.0,505,488,0.0675,0.15750000000000003,8.813912722571363,8.517206749732328
1.2872445583343506,500.0,505,505,0.0675,0.117,8.813912722571363,8.813912722571363
1.2975847721099854,500.0,488,499,0.10350000000000001,0.099,8.517206749732328,8.709192967451704
1.3077423572540283,500.0,499,510,0.09000000000000001,0.099,8.709192967451704,8.901179185171081
1.318084478378296,500.0,494,499,0.108,0.15300000000000002,8.621926504851988,8.709192967451704
1.3284955024719238,500.0,521,499,0.045000000000000005,0.108,9.093165402890456,8.709192967451704
1.3386235237121582,500.0,510,499,0.07200000000000001,0.0945,8.901179185171081,8.709192967451704
1.3494529724121094,500.0,494,483,0.09000000000000001,0.12150000000000001,8.621926504851988,8.429940287132611
1.3595759868621826,500.0,494,516,0.0495,0.12150000000000001,8.621926504851988,9.00589894029074
1.3698112964630127,500.0,494,494,0.07650000000000001,0.108,8.621926504851988,8.621926504851988
1.3800697326660156,500.0,505,516,0.045000000000000005,0.0945,8.813912722571363,9.00589894029074
1.3905231952667236,500.0,494,488,0.099,0.1305,8.621926504851988,8.517206749732328
1.401038646697998,500.0,494,499,0.0945,0.15750000000000003,8.621926504851988,8.709192967451704
1.4112536907196045,500.0,510,510,0.0675,0.07650000000000001,8.901179185171081,8.901179185171081
1.421438217163086,500.0,510,483,0.09000000000000001,0.10350000000000001,8.901179185171081,8.429940287132611
1.4317829608917236,500.0,521,499,0.06300000000000001,0.10350000000000001,9.093165402890456,8.709192967451704
1.4419026374816895,500.0,488,499,0.081,0.135,8.517206749732328,8.709192967451704
1.4521994590759277,500.0,494,499,0.081,0.081,8.621926504851988,8.709192967451704
1.462693452835083,500.0,505,505,0.099,0.09000000000000001,8.813912722571363,8.813912722571363
1.4732043743133545,500.0,505,494,0.09000000000000001,0.1125,8.813912722571363,8.621926504851988
1.4836926460266113,500.0,510,499,0.054,0.117,8.901179185171081,8.709192967451704
1.4943718910217285,500.0,488,499,0.099,0.10350000000000001,8.517206749732328,8.709192967451704
1.504504680633545,500.0,505,516,0.0855,0.0945,8.813912722571363,9.00589894029074
1.5148389339447021,500.0,499,472,0.1125,0.117,8.709192967451704,8.237954069413234
1.5250937938690186,500.0,521,494,0.054,0.135,9.093165402890456,8.621926504851988
1.5356926918029785,500.0,505,510,0.0675,0.099,8.813912722571363,8.901179185171081
1.5458450317382812,500.0,483,510,0.1125,0.099,8.429940287132611,8.901179185171081
1.5566291809082031,500.0,483,488,0.1125,0.1125,8.429940287132611,8.517206749732328
1.566885232925415,500.0,499,516,0.0855,0.0855,8.709192967451704,9.00589894029074
1.5769996643066406,500.0,499,494,0.081,0.1395,8.709192967451704,8.621926504851988
1.5872106552124023,500.0,494,499,0.0675,0.0945,8.621926504851988,8.709192967451704
1.5973248481750488,500.0,505,499,0.07200000000000001,0.0945,8.813912722571363,8.709192967451704
1.6075875759124756,500.0,494,494,0.10350000000000001,0.12600000000000003,8.621926504851988,8.621926504851988
1.6177780628204346,500.0,505,510,0.054,0.12600000000000003,8.813912722571363,8.901179185171081
1.6282076835632324,500.0,488,505,0.081,0.108,8.517206749732328,8.813912722571363
1.6386950016021729,500.0,505,499,0.0585,0.099,8.813912722571363,8.709192967451704
1.6491584777832031,500.0,499,494,0.10350000000000001,0.1305,8.709192967451704,8.621926504851988
1.6596486568450928,500.0,488,510,0.07200000000000001,0.09000000000000001,8.517206749732328,8.901179185171081
1.6700787544250488,500.0,488,505,0.10350000000000001,0.099,8.517206749732328,8.813912722571363
1.6803252696990967,500.0,510,499,0.0855,0.1125,8.901179185171081,8.709192967451704
1.690622329711914,500.0,510,505,0.0495,0.1305,8.901179185171081,8.813912722571363
1.700770378112793,500.0,472,494,0.0945,0.0945,8.237954069413234,8.621926504851988
1.7112445831298828,500.0,510,505,0.0855,0.081,8.901179185171081,8.813912722571363
1.7216780185699463,500.0,494,499,0.108,0.1395,8.621926504851988,8.709192967451704
1.73199462890625,500.0,516,510,0.07200000000000001,0.117,9.00589894029074,8.901179185171081
1.742272138595581,500.0,505,505,0.0675,0.0945,8.813912722571363,8.813912722571363
1.7527804374694824,500.0,483,483,0.0855,0.1125,8.429940287132611,8.429940287132611
1.7630329132080078,500.0,516,483,0.07200000000000001,0.1125,9.00589894029074,8.429940287132611
1.7735283374786377,500.0,516,510,0.07200000000000001,0.12150000000000001,9.00589894029074,8.901179185171081
1.783728837966919,500.0,516,494,0.0675,0.1395,9.00589894029074,8.621926504851988
1.794734001159668,500.0,510,488,0.081,0.0855,8.901179185171081,8.517206749732328
1.805281639099121,500.0,483,499,0.09000000000000001,0.099,8.429940287132611,8.709192967451704
1.8157920837402344,500.0,499,494,0.07200000000000001,0.1305,8.709192967451704,8.621926504851988
1.8263468742370605,500.0,494,516,0.0495,0.1305,8.621926504851988,9.00589894029074
1.8368663787841797,500.0,516,499,0.0675,0.117,9.00589894029074,8.709192967451704
1.8471753597259521,500.0,483,494,0.10350000000000001,0.10350000000000001,8.429940287132611,8.621926504851988
1.857325553894043,500.0,483,483,0.10350000000000001,0.12600000000000003,8.429940287132611,8.429940287132611
1.867762565612793,500.0,499,510,0.0855,0.099,8.709192967451704,8.901179185171081
1.878117322921753,500.0,499,521,0.054,0.0945,8.709192967451704,9.093165402890456
1.888645887374878,500.0,488,488,0.1125,0.117,8.517206749732328,8.517206749732328
1.8992948532104492,500.0,516,516,0.0585,0.108,9.00589894029074,9.00589894029074
1.909630298614502,500.0,494,494,0.099,0.162,8.621926504851988,8.621926504851988
1.9199345111846924,500.0,499,510,0.0585,0.07650000000000001,8.709192967451704,8.901179185171081
1.9308230876922607,500.0,494,499,0.12150000000000001,0.099,8.621926504851988,8.709192967451704
1.94138765335083,500.0,499,488,0.099,0.15300000000000002,8.709192967451704,8.517206749732328
1.9522216320037842,500.0,510,510,0.054,0.12600000000000003,8.901179185171081,8.901179185171081
1.9626283645629883,500.0,477,477,0.09000000000000001,0.108,8.325220532012953,8.325220532012953
1.9728567600250244,500.0,499,499,0.099,0.0945,8.709192967451704,8.709192967451704
1.983276128768921,500.0,505,499,0.0945,0.12600000000000003,8.813912722571363,8.709192967451704
1.993772029876709,500.0,510,499,0.07200000000000001,0.12600000000000003,8.901179185171081,8.709192967451704
2.0039420127868652,500.0,505,499,0.07200000000000001,0.0945,8.813912722571363,8.709192967451704
2.0141074657440186,500.0,483,494,0.0855,0.0945,8.429940287132611,8.621926504851988
2.024322032928467,500.0,505,505,0.081,0.12600000000000003,8.813912722571363,8.813912722571363
2.034492254257202,500.0,499,505,0.081,0.135,8.709192967451704,8.813912722571363
2.044886350631714,500.0,521,505,0.06300000000000001,0.099,9.093165402890456,8.813912722571363
2.055358409881592,500.0,499,494,0.0855,0.12150000000000001,8.709192967451704,8.621926504851988
2.065722703933716,500.0,494,505,0.081,0.135,8.621926504851988,8.813912722571363
2.075831651687622,500.0,494,505,0.06300000000000001,0.0945,8.621926504851988,8.813912722571363
2.086002826690674,500.0,488,488,0.099,0.117,8.517206749732328,8.517206749732328
2.096536159515381,500.0,521,516,0.054,0.10350000000000001,9.093165402890456,9.00589894029074
2.1071908473968506,500.0,521,516,0.054,0.10350000000000001,9.093165402890456,9.00589894029074
2.1177237033843994,500.0,488,494,0.07650000000000001,0.14850000000000002,8.517206749732328,8.621926504851988
2.128298044204712,500.0,488,510,0.07650000000000001,0.081,8.517206749732328,8.901179185171081
2.1386332511901855,500.0,510,505,0.081,0.081,8.901179185171081,8.813912722571363
2.149240493774414,500.0,510,488,0.081,0.1305,8.901179185171081,8.517206749732328
2.1595380306243896,500.0,527,499,0.054,0.117,9.197885158010116,8.709192967451704
2.169677495956421,500.0,483,499,0.0945,0.108,8.429940287132611,8.709192967451704
2.17995548248291,500.0,488,499,0.09000000000000001,0.081,8.517206749732328,8.709192967451704
2.190373659133911,500.0,505,499,0.10350000000000001,0.0945,8.813912722571363,8.709192967451704
2.200551986694336,500.0,505,494,0.0675,0.15300000000000002,8.813912722571363,8.621926504851988
2.2110605239868164,500.0,499,505,0.0675,0.099,8.709192967451704,8.813912722571363
2.221580982208252,500.0,494,488,0.0945,0.1305,8.621926504851988,8.517206749732328
2.2320337295532227,500.0,494,510,0.081,0.10350000000000001,8.621926504851988,8.901179185171081
2.2422237396240234,500.0,499,499,0.07200000000000001,0.15300000000000002,8.709192967451704,8.709192967451704
2.25260591506958,500.0,527,488,0.0495,0.0855,9.197885158010116,8.517206749732328
2.2628700733184814,500.0,494,494,0.081,0.1125,8.621926504851988,8.621926504851988
2.2729687690734863,500.0,477,477,0.12600000000000003,0.1125,8.325220532012953,8.325220532012953
2.283236503601074,500.0,505,527,0.0585,0.12150000000000001,8.813912722571363,9.197885158010116
2.2934744358062744,500.0,494,488,0.07200000000000001,0.1125,8.621926504851988,8.517206749732328
2.3036117553710938,500.0,510,494,0.0675,0.12150000000000001,8.901179185171081,8.621926504851988
2.314164876937866,500.0,499,494,0.1125,0.12600000000000003,8.709192967451704,8.621926504851988
2.324463129043579,500.0,505,499,0.0675,0.117,8.813912722571363,8.709192967451704
2.334573268890381,500.0,510,516,0.07650000000000001,0.081,8.901179185171081,9.00589894029074
2.344815492630005,500.0,499,516,0.10350000000000001,0.081,8.709192967451704,9.00589894029074
2.3554940223693848,500.0,516,488,0.07650000000000001,0.12150000000000001,9.00589894029074,8.517206749732328
2.365710973739624,500.0,516,505,0.07650000000000001,0.1305,9.00589894029074,8.813912722571363
2.3761377334594727,500.0,488,499,0.0675,0.1125,8.517206749732328,8.709192967451704
2.3863964080810547,500.0,499,499,0.099,0.0855,8.709192967451704,8.709192967451704
2.3968870639801025,500.0,488,499,0.108,0.14850000000000002,8.517206749732328,8.709192967451704
2.407259464263916,500.0,510,505,0.0495,0.12600000000000003,8.901179185171081,8.813912722571363
2.417572021484375,500.0,510,505,0.0675,0.099,8.901179185171081,8.813912722571363
2.428255319595337,500.0,494,499,0.09000000000000001,0.12150000000000001,8.621926504851988,8.709192967451704
2.438406467437744,500.0,499,499,0.07200000000000001,0.12150000000000001,8.709192967451704,8.709192967451704
2.4489874839782715,500.0,483,488,0.07200000000000001,0.135,8.429940287132611,8.517206749732328
2.459566116333008,500.0,521,499,0.06300000000000001,0.09000000000000001,9.093165402890456,8.709192967451704
2.4699079990386963,500.0,499,499,0.0945,0.108,8.709192967451704,8.709192967451704
2.480064630508423,500.0,494,494,0.1125,0.15750000000000003,8.621926504851988,8.621926504851988
2.4907262325286865,500.0,510,521,0.036000000000000004,0.09000000000000001,8.901179185171081,9.093165402890456
2.501103401184082,500.0,499,483,0.099,0.117,8.709192967451704,8.429940287132611
2.511507749557495,500.0,510,499,0.06300000000000001,0.117,8.901179185171081,8.709192967451704
2.5215911865234375,500.0,499,499,0.09000000000000001,0.162,8.709192967451704,8.709192967451704
2.5316879749298096,500.0,494,510,0.0675,0.10350000000000001,8.621926504851988,8.901179185171081
2.542233943939209,500.0,483,499,0.1125,0.09000000000000001,8.429940287132611,8.709192967451704
2.5530319213867188,500.0,499,494,0.09000000000000001,0.12600000000000003,8.709192967451704,8.621926504851988
2.563336133956909,500.0,510,510,0.06300000000000001,0.135,8.901179185171081,8.901179185171081
2.573786735534668,500.0,477,499,0.09000000000000001,0.10350000000000001,8.325220532012953,8.709192967451704
2.5839860439300537,500.0,499,516,0.07650000000000001,0.09000000000000001,8.709192967451704,9.00589894029074
2.594060182571411,500.0,494,494,0.09000000000000001,0.1125,8.621926504851988,8.621926504851988
2.6045076847076416,500.0,510,499,0.081,0.135,8.901179185171081,8.709192967451704
2.614750862121582,500.0,499,505,0.0495,0.099,8.709192967451704,8.813912722571363
2.6251072883605957,500.0,472,505,0.10350000000000001,0.099,8.237954069413234,8.813912722571363
2.635549783706665,500.0,472,494,0.10350000000000001,0.099,8.237954069413234,8.621926504851988
2.646024465560913,500.0,494,521,0.0855,0.10350000000000001,8.621926504851988,9.093165402890456
2.6566991806030273,500.0,505,494,0.117,0.15750000000000003,8.813912722571363,8.621926504851988
2.667027235031128,500.0,488,494,0.06300000000000001,0.0855,8.517206749732328,8.621926504851988
2.6775102615356445,500.0,516,505,0.0585,0.0855,9.00589894029074,8.813912722571363
2.6878292560577393,500.0,499,494,0.0945,0.1305,8.709192967451704,8.621926504851988
2.6980245113372803,500.0,510,510,0.054,0.12600000000000003,8.901179185171081,8.901179185171081
2.7083117961883545,500.0,494,499,0.07200000000000001,0.1125,8.621926504851988,8.709192967451704
2.718904495239258,500.0,499,499,0.0585,0.099,8.709192967451704,8.709192967451704
2.729139804840088,500.0,505,505,0.0945,0.1305,8.813912722571363,8.813912722571363
2.7394464015960693,500.0,488,505,0.081,0.1305,8.517206749732328,8.813912722571363
2.7497403621673584,500.0,494,505,0.0855,0.0945,8.621926504851988,8.813912722571363
2.760281801223755,500.0,499,499,0.081,0.0945,8.709192967451704,8.709192967451704
2.7705297470092773,500.0,527,510,0.0585,0.135,9.197885158010116,8.901179185171081
2.7806124687194824,500.0,477,477,0.0945,0.1305,8.325220532012953,8.325220532012953
2.791105031967163,500.0,499,516,0.07200000000000001,0.081,8.709192967451704,9.00589894029074
2.801622152328491,500.0,499,499,0.0945,0.0945,8.709192967451704,8.709192967451704
2.811795949935913,500.0,499,505,0.0675,0.15750000000000003,8.709192967451704,8.813912722571363
2.822416305541992,500.0,505,516,0.0675,0.0945,8.813912722571363,9.00589894029074
2.8326616287231445,500.0,483,488,0.09000000000000001,0.099,8.429940287132611,8.517206749732328
2.842813491821289,500.0,516,505,0.07650000000000001,0.099,9.00589894029074,8.813912722571363
2.8530995845794678,500.0,499,499,0.06300000000000001,0.1395,8.709192967451704,8.709192967451704
2.8633475303649902,500.0,510,499,0.0675,0.1395,8.901179185171081,8.709192967451704
2.8739724159240723,500.0,510,488,0.0675,0.099,8.901179185171081,8.517206749732328
2.884150743484497,500.0,510,505,0.054,0.09000000000000001,8.901179185171081,8.813912722571363
2.8947412967681885,500.0,499,499,0.1125,0.1125,8.709192967451704,8.709192967451704
2.9049072265625,500.0,494,505,0.0585,0.117,8.621926504851988,8.813912722571363
2.915106773376465,500.0,505,510,0.07200000000000001,0.099,8.813912722571363,8.901179185171081
2.925305128097534,500.0,516,499,0.0585,0.1125,9.00589894029074,8.709192967451704
2.935751438140869,500.0,488,488,0.108,0.1305,8.517206749732328,8.517206749732328
2.94616961479187,500.0,494,499,0.07200000000000001,0.135,8.621926504851988,8.709192967451704
2.9567174911499023,500.0,499,516,0.0855,0.09000000000000001,8.709192967451704,9.00589894029074
2.9670982360839844,500.0,505,494,0.10350000000000001,0.1125,8.813912722571363,8.621926504851988
2.9775493144989014,500.0,516,505,0.0585,0.099,9.00589894029074,8.813912722571363
2.9876999855041504,500.0,477,499,0.099,0.14400000000000002,8.325220532012953,8.709192967451704
2.998284101486206,500.0,499,510,0.081,0.07200000000000001,8.709192967451704,8.901179185171081
3.0088322162628174,500.0,499,494,0.117,0.099,8.709192967451704,8.621926504851988
3.019024133682251,500.0,483,494,0.108,0.135,8.429940287132611,8.621926504851988
3.0294008255004883,500.0,521,516,0.0495,0.0945,9.093165402890456,9.00589894029074
3.0397441387176514,500.0,483,483,0.10350000000000001,0.10350000000000001,8.429940287132611,8.429940287132611
3.049999713897705,500.0,494,505,0.10350000000000001,0.099,8.621926504851988,8.813912722571363
3.060271978378296,500.0,505,499,0.0855,0.14400000000000002,8.813912722571363,8.709192967451704
3.070659637451172,500.0,516,499,0.0585,0.0945,9.00589894029074,8.709192967451704
3.0809969902038574,500.0,494,494,0.09000000000000001,0.0945,8.621926504851988,8.621926504851988
3.0911145210266113,500.0,488,499,0.099,0.1125,8.517206749732328,8.709192967451704
3.1019558906555176,500.0,510,499,0.07200000000000001,0.1125,8.901179185171081,8.709192967451704
3.1124556064605713,500.0,505,494,0.07200000000000001,0.1125,8.813912722571363,8.621926504851988
3.122753381729126,500.0,516,494,0.0585,0.1125,9.00589894029074,8.621926504851988
3.133395195007324,500.0,516,505,0.0585,0.0945,9.00589894029074,8.813912722571363
3.1436777114868164,500.0,494,483,0.09000000000000001,0.14850000000000002,8.621926504851988,8.429940287132611
3.154245138168335,500.0,505,510,0.06300000000000001,0.12150000000000001,8.813912722571363,8.901179185171081
3.164674758911133,500.0,494,516,0.0675,0.0945,8.621926504851988,9.00589894029074
3.1748547554016113,500.0,499,488,0.0945,0.1125,8.709192967451704,8.517206749732328
3.185328960418701,500.0,527,510,0.0495,0.117,9.197885158010116,8.901179185171081
3.195810079574585,500.0,477,494,0.0855,0.135,8.325220532012953,8.621926504851988
3.206470012664795,500.0,499,510,0.0945,0.0855,8.709192967451704,8.901179185171081
3.216944694519043,500.0,505,505,0.099,0.099,8.813912722571363,8.813912722571363
