series_id,torque_trial,speed2_slope,speed2_intercept,speed2_slope_stderr,speed2_intercept_stderr,inertia2,inertia2_stderr
0,0.25,628.7952338650558,14.674124634005892,15.300614919867048,3.319261815698159,0.01261728598773003,0.0003142585393453132
0,0.5,1836.1079537419128,5.544307874059797,196.6920605811008,15.724060647576632,0.012122181664921952,0.00129878516442953
0,0.75,2679.0061599344062,25.37809902871639,716.3014807887687,35.309477588815916,0.013654906657935357,0.0036510258578962653
0,1.0,3056.060747843082,51.482890609581645,2394.2246600708922,76.02750653631153,0.01665723561422561,0.013049867087591463
1,0.25,563.2650629175565,-3.431905771123155,18.870024034076813,3.976667646650954,0.01408517910253956,0.0004777718374793775
1,0.5,1580.4413640497053,23.983671967190688,126.64173488621982,10.043034848754326,0.014083176179744413,0.0011288089311558042
1,0.75,2164.921068786613,101.64889560925461,468.96596390642543,20.10177651913061,0.016897419299652005,0.0036603767440167535
1,1.0,1220.9347030520858,135.81128589673648,2489.7196544173653,77.41424815263574,0.04169389550559534,0.08502184385079457
2,0.25,647.2911918108778,0.7707371363325279,15.768989517178877,3.432331316114061,0.012256754600972574,0.00030561748916896147
2,0.5,1705.9267324640384,27.172941385828352,173.75825433431243,13.796795065923533,0.013047239220830238,0.0013291647484834838
2,0.75,1885.5794753257421,91.68949564727923,1210.3167193098977,52.60388738516497,0.019400709187088777,0.012452957231058494
2,1.0,1957.8431321824658,118.50882832824337,3033.8448971913153,94.82513728827166,0.026000818498396673,0.040290491357166586
3,0.25,630.1273233213055,-6.652150490999205,16.682410470354665,3.5138924206416795,0.012590613039250105,0.0003399838624515922
3,0.5,1583.8916223162873,21.48562477760879,187.1848336289202,14.859840880006818,0.014052498200046006,0.0016609422653761246
3,0.75,2040.4042471129933,89.9660488406126,551.4433538658496,23.98879497414537,0.017928593856682138,0.004845458381091211
3,1.0,3119.623635486964,48.22742431987288,1804.1127858856337,68.16721237718518,0.01631784146944461,0.009436797535700488
4,0.25,601.2353052892132,6.015376716247161,10.550868524322118,2.2913165759653777,0.013195647733262506,0.00024195479979305983
4,0.5,1978.9090799728954,15.488571734983879,165.72577594567255,13.213176455510583,0.011247426370883313,0.0009421683041271991
4,0.75,1990.5450217116904,83.91509622416993,340.49630955453557,16.74550871944372,0.0183776697592508,0.0031436972049620586
4,1.0,2212.0762738227613,129.03822006198934,2805.8927832315676,89.33002832972387,0.023012553649534535,0.029190120043828264
