trajectory_num,pick_place_mode,time,target,torque1,torque2,theta1,theta2,omega1,omega2,eff_x,eff_y
0,1,0.0,"(np.float64(-0.0274024683363936), np.float64(0.19811386808871545))",-0.010445976629853249,-0.0207075122743845,2.564798852258708,-2.834785468214431,-0.0022791139070893287,-0.003971578465194037,0.020423144543677524,0.19562885614477635
0,1,0.009999999999999787,"(np.float64(-0.0274024683363936), np.float64(0.19811386808871545))",0.5287052392959595,0.47991734743118286,2.5671442917583436,-2.8330882058868445,0.46868399097857616,0.3411265041758916,0.0204277570529266,0.19562738442600183
0,1,0.019999999999999574,"(np.float64(-0.0274024683363936), np.float64(0.19811386808871545))",0.4018835127353668,0.40184250473976135,2.573437118117235,-2.8283060804639772,0.7893294254751715,0.6149079994488817,0.020135095380524493,0.19562495107018504
0,1,0.02999999999999936,"(np.float64(-0.0274024683363936), np.float64(0.19811386808871545))",0.30782318115234375,0.3396730422973633,2.582409364260064,-2.821055359574889,1.005423475423606,0.8355838929598913,0.019316576506972744,0.19562003271418849
0,1,0.03999999999999915,"(np.float64(-0.0274024683363936), np.float64(0.19811386808871545))",0.24099694192409515,0.2848215103149414,2.5931987711045594,-2.8118436023015576,1.1530210653490993,1.0073456637145406,0.01810138847818392,0.1956244182962601
0,1,0.049999999999998934,"(np.float64(-0.0274024683363936), np.float64(0.19811386808871545))",0.1933988630771637,0.23723983764648438,2.60523881643264,-2.801136638518681,1.2555556791407911,1.1346311614361184,0.016591641617270447,0.19564403790066998
0,1,0.05999999999999872,"(np.float64(-0.0274024683363936), np.float64(0.19811386808871545))",0.16116486489772797,0.1982063353061676,2.6181650381711767,-2.7893470378099026,1.3301579663267762,1.2237850184038008,0.014867445242074048,0.1956756219660118
0,1,0.06999999999999851,"(np.float64(-0.0274024683363936), np.float64(0.19811386808871545))",0.1366083174943924,0.1833675354719162,2.6317099745736052,-2.7767144396878387,1.379158192968605,1.303046339852238,0.012990157652373296,0.19571035749828025
0,1,0.0799999999999983,"(np.float64(-0.0274024683363936), np.float64(0.19811386808871545))",0.1225128173828125,0.1769336760044098,2.645669560826461,-2.7633032818341907,1.4129545040176072,1.3793478820135663,0.011000969694880985,0.19574670355548554
0,1,0.08999999999999808,"(np.float64(-0.0274024683363936), np.float64(0.19811386808871545))",0.11597710102796555,0.16978493332862854,2.6599385319214823,-2.74916201553284,1.4409418405977859,1.4489893400136773,0.008922584640069522,0.19579156619484078
